"invoice_product_id","quantity","stockcode","invoiceno"
102,48,"85183B","536556"
103,96,"85071B","536557"
104,10,"21931","536558"
105,10,"21929","536559"
106,24,"22961","536560"
107,23,"22139","536561"
108,5,"84854","536562"
109,10,"22411","536563"
110,2,"82567","536564"
111,6,"21672","536565"
112,24,"22774","536566"
113,24,"22771","536567"
114,1,"71270","536568"
115,1,"22262","536569"
116,1,"22637","536570"
117,10,"21934","536571"
118,3,"21169","536572"
119,1,"21166","536573"
120,2,"21175","536574"
121,1,"37444A","536575"
122,1,"37444C","536576"
123,4,"22086","536577"
124,1,"22083","536578"
125,6,"84971S","536579"
126,3,"71270","536580"
127,2,"47580","536581"
128,1,"22261","536582"
129,1,"84832","536583"
130,1,"22644","536584"
131,1,"21533","536585"
132,2,"21557","536586"
133,2,"15056BL","536587"
134,2,"15056N","536588"
135,4,"22646","536589"
136,1,"22176","536590"
137,1,"22438","536591"
138,2,"21731","536592"
139,3,"22778","536593"
140,36,"22719","536594"
141,10,"21523","536595"
142,-1,D,"536596"
143,12,"10002","536597"
144,8,"21912","536598"
145,12,"21832","536599"
146,10,"22411","536600"
147,10,"22379","536601"
148,50,"22381","536602"
149,8,"22798","536603"
150,4,"22726","536604"
151,12,"22926","536605"
152,2,"22839",C536606
153,2,"22838","536607"
154,4,"22783","536608"
155,-1,"35004C","536609"
156,3,"82484","536610"
157,48,"84755","536611"
158,12,"22464","536612"
159,6,"21324","536613"
160,12,"22457","536614"
161,40,"22469","536615"
162,40,"22470","536616"
163,6,"22224","536617"
164,2,"21340","536618"
165,4,"22189","536619"
166,3,"22427","536620"
167,6,"22428","536621"
168,8,"22424",C536622
169,1,"22783","536623"
170,12,"22961","536624"
171,6,"22960","536626"
172,10,"22663",C536625
173,12,"85049A","536627"
174,2,"22168","536628"
175,10,"22662","536629"
176,36,"84880","536630"
177,100,"85099C","536631"
178,100,"85099B","536632"
179,192,"79321","536633"
180,192,"22780","536634"
181,192,"22779","536635"
182,432,"22466","536636"
183,432,"21731","536637"
184,3,"21754","536638"
185,3,"21755","536639"
186,2,"21523","536640"
187,3,"21363","536641"
188,3,"21411",C536642
189,6,"22318","536643"
190,12,"22464","536663"
191,12,"22915","536667"
192,12,"22922","536670"
193,12,"22969","536671"
194,12,"22923","536672"
195,4,"21115","536673"
196,12,"22469","536674"
197,12,"22242","536676"
198,6,"22941","536681"
199,8,"21622","536685"
200,12,"21791","536688"
201,6,"35004C","536690"
202,4,"35004G","536693"
203,6,"85014B","536698"
204,3,"85014A","536707"
205,2,"22193","536732"
206,4,"22726","536733"
207,4,"22727",C536734
208,2,"22192","536735"
209,2,"22191","536736"
210,24,"22195",C536737
211,24,"22196","536738"
212,2,"22941","536739"
213,12,"22960","536740"
214,12,"22961","536741"
215,48,"22962","536742"
216,48,"22963","536743"
217,8,"22968","536744"
218,144,"84970S","536745"
219,40,"22910","536746"
220,288,"20668","536747"
221,64,"85123A","536748"
222,100,"22197","536749"
223,50,"22198","536750"
224,12,"21533","536751"
225,96,"21080","536752"
226,96,"21094","536753"
227,48,"21086","536754"
228,144,"21786","536755"
229,40,"22654","536756"
230,24,"21485",C536757
231,24,"84029G",C536758
232,24,"84030E","536759"
233,48,"22174",C536760
234,96,"22969","536761"
235,100,"85099B","536762"
236,-12,"22556","536763"
237,-24,"21984","536764"
238,-24,"21983","536765"
239,-24,"21980","536769"
240,-12,"21484","536771"
241,-12,"22557","536777"
242,-24,"22553","536778"
243,6,"22150","536779"
244,4,"22619","536780"
245,12,"21891","536781"
246,12,"21889","536782"
247,1,"22827","536783"
248,12,"22127","536784"
249,12,"22128","536785"
250,4,"22502","536786"
251,16,"84879","536787"
252,24,"22338","536788"
253,8,"22180","536789"
254,24,"21506","536790"
255,96,"22633","536791"
256,96,"22866","536792"
257,96,"22865","536793"
258,96,"22632","536794"
259,12,"21485","536795"
260,12,"22349","536796"
261,48,"22558","536797"
262,12,"85152","536798"
263,32,"85123A","536799"
264,20,"22652","536800"
265,8,"22188","536801"
266,32,"84879","536802"
267,24,"21977","536803"
268,24,"84991","536804"
269,24,"21212","536805"
270,8,"21484","536806"
271,8,"21314",C536807
272,4,"22730","536808"
273,8,"22727","536809"
274,8,"22729","536810"
275,8,"22726","536811"
276,8,"22114",C536812
277,48,"22867","536813"
278,48,"22866",C536814
279,6,"85123A",C536815
280,6,"71053",C536816
281,8,"84406B",C536817
282,6,"15056BL",C536818
283,6,"20679","536819"
284,6,"37370",C536820
285,6,"21871","536821"
286,6,"21071",C536822
287,6,"21068","536823"
288,2,"82483","536824"
289,4,"82486",C536825
290,6,"82482",C536826
291,12,"82494L",C536827
292,6,"84029G",C536828
293,6,"84029E",C536829
294,2,"22752","536830"
295,2,"22803","536831"
296,6,"21730","536832"
297,12,"35004B","536833"
298,48,"35004C","536834"
299,24,"21980","536835"
300,6,"21844","536836"
301,4,"22468","536837"
302,8,"22637","536838"
303,6,"22752","536839"
304,2,"48185","536840"
305,12,"22632","536841"
306,12,"22866","536842"
307,12,"22865","536843"
308,12,"21232","536844"
309,12,"22064","536845"
310,6,"22449","536846"
311,4,"22114","536847"
312,8,"22835","536848"
313,9,"22112","536849"
314,4,"21479",C536850
315,9,"22111","536851"
316,6,"22632","536852"
317,6,"22633",C536853
318,12,"22969",C536854
319,1,"22110",C536855
320,1,"22098","536856"
321,2,"22100","536857"
322,1,"22766","536858"
323,1,"22451","536859"
324,1,"22549","536860"
325,1,"84744","536861"
326,2,"85049E","536862"
327,1,"21328","536863"
328,4,"22961","536864"
329,1,"17091A","536865"
330,1,"22473","536866"
331,2,"84509A","536874"
332,2,"84510A","536876"
333,2,"22767","536883"
334,1,"22768","536884"
335,1,"21463","536885"
336,1,"21464","536890"
337,3,"20820","536920"
338,1,"85150","536938"
339,1,"22117","536941"
340,2,"21169","536942"
341,1,"48129","536943"
342,1,"82580","536944"
343,1,"82578","536945"
344,2,"82581","536946"
345,4,"22413","536947"
346,2,"21907","536954"
347,1,"22441","536956"
348,1,"21122","536957"
349,1,"22851","536960"
350,3,"84991","536967"
351,1,"22810","536968"
352,1,"22809","536969"
353,2,"22435","536970"
354,3,"20966","536971"
355,1,"20963","536972"
356,1,"20961","536973"
357,2,"22068","536974"
358,2,"21743","536975"
359,2,"21744","536976"
360,1,"84709B","536977"
361,1,"21592",C536978
362,2,"21587",C536979
363,9,"20992","536980"
364,1,"22662","536981"
365,4,"85123A","536982"
366,3,"22804","536983"
367,1,"82483","536984"
368,1,"20749","536985"
369,1,"20725","536986"
370,2,"22382","536987"
371,1,"20726","536988"
372,1,"22384","536989"
373,5,"22467","536990"
374,3,"84625C","536991"
375,3,"84625A","536992"
376,9,"21108","536993"
377,1,"22848","536994"
378,4,"21033","536995"
379,1,"47570B","536996"
380,1,"84030E","536997"
381,2,"22428","536998"
382,2,"22502","536999"
383,40,"22086","537000"
384,40,"22910","537001"
385,36,"22837","537002"
386,96,"22867","537003"
387,1,POST,"537004"
388,24,"22297","537005"
389,12,"22771","537006"
390,12,"22772","537007"
391,12,"22773","537008"
392,12,"22805","537009"
393,12,"22469","537010"
394,36,"22197","537011"
395,12,"21125","537012"
396,12,"21126","537013"
397,12,"85049C","537014"
398,12,"85049D","537015"
399,12,"85049E","537016"
400,12,"85049G","537017"
401,12,"21061","537018"
402,12,"21063","537019"
403,12,"21062","537020"
404,12,"84380","537021"
405,12,"84378","537022"
406,12,"22964","537023"
407,24,"21213","537025"
408,24,"22417",C537024
409,24,"21212","537026"
410,24,"84992","537027"
411,24,"21975","537028"
412,10,"22383","537029"
413,10,"20728","537030"
414,10,"20727","537031"
415,24,"22296","537032"
416,128,"20914","537034"
417,8,"85123A","537035"
418,8,"71053","537036"
419,8,"84406B","537037"
420,6,"20679","537038"
421,6,"37370",C537039
422,6,"21871","537040"
423,6,"21071","537041"
424,6,"21068","537042"
425,4,"82483",C537043
426,4,"82486","537044"
427,6,"82482","537045"
428,6,"82494L","537046"
429,6,"84029G","537047"
430,6,"84029E","537048"
431,2,"22752","537049"
432,2,"22803","537050"
433,6,"21730","537051"
434,6,"22632","537052"
435,6,"22633","537053"
436,24,"22537","537054"
437,24,"22533","537055"
438,12,"20982","537057"
439,12,"21832","537058"
440,12,"21915","537059"
441,12,"21914","537065"
442,12,"21544","537067"
443,12,"22813","537077"
444,4,"22114","537081"
445,4,"84029E","537086"
446,4,"21479","537090"
447,6,"22964","537111"
448,12,"84375","537117"
449,24,"22418","537126"
450,12,"22178","537127"
451,12,"84970L","537128"
452,6,"21733","537129"
453,12,"22465","537130"
454,6,"84949","537131"
455,2,"20685","537133"
456,2,"48194",C537132
457,12,"22488","537134"
458,12,"22219","537135"
459,8,"84879","537136"
460,3,"21754","537137"
461,3,"21755","537138"
462,8,"22766","537139"
463,36,"22610","537140"
464,12,"22716","537141"
465,25,"22706","537142"
466,4,"22371",C537143
467,3,"85014B","537144"
468,3,"85014A","537153"
469,6,"84997B","537154"
470,24,"21212","537155"
471,12,"21210","537156"
472,3,"22914",C537157
473,12,"22553","537158"
474,30,"16237","537159"
475,12,"22714","537160"
476,12,"22812","537163"
477,6,"84347",C537164
478,12,"21587","537176"
479,10,"22736","537179"
480,36,"22492","537192"
481,12,"22620","537193"
482,4,"22619","537194"
483,12,"21705","537195"
484,3,"90199C","537196"
485,1,"21479","537197"
486,1,"22111","537198"
487,1,"22785","537199"
488,1,"22975","537200"
489,1,"22972","537201"
490,1,"22866","537202"
491,1,"22568",C537203
492,1,"85116","537204"
493,1,"22664","537205"
494,1,"21609","537206"
495,1,"21866","537207"
496,1,"20669","537208"
497,1,"90129F","537209"
498,1,"90210B","537210"
499,1,"90199C","537211"
500,1,"21955","537212"
501,1,"72802C","537213"
502,1,"22109","537214"
503,5,"85116","537215"
504,1,"22531","537216"
505,1,"21811","537217"
506,1,"22183","537218"
507,6,"21678","537219"
508,6,"21676","537220"
509,1,"84625A","537221"
510,3,"84625C","537222"
511,2,"21931","537223"
512,12,"85169B","537224"
513,28,"16238","537225"
514,24,"20668","537226"
515,1,"84906","537227"
516,1,"21867","537228"
517,1,"22075","537229"
518,12,"21326","537230"
519,1,"21065","537231"
520,1,"22074",C537232
521,1,"22900","537233"
522,1,"20713",C537234
523,2,"20966","537235"
524,1,"21116","537236"
525,2,"90199C","537237"
526,1,"22633","537238"
527,1,"22198","537239"
528,3,"21824","537240"
529,3,"21823","537241"
530,6,"22153","537242"
531,2,"22197","537243"
532,2,"85099B","537244"
533,1,"85099F","537245"
534,1,"20717","537246"
535,1,"20723","537247"
536,12,"21980","537248"
537,1,"22112","537249"
538,3,"20728","537250"
539,3,"22382",C537251
540,1,"22326","537252"
541,4,"22662","537253"
542,3,"22383","537254"
543,3,"20727","537255"
544,1,"22328","537256"
545,1,"22327","537257"
546,1,"22630","537258"
547,1,"22629","537262"
548,1,"21245","537265"
549,1,"21244","537298"
550,1,"21242","537301"
551,1,"21243","537312"
552,1,"22273","537313"
553,3,"22940",C537314
554,5,"22652",C537320
555,1,"22759","537332"
556,10,"21880",C537333
557,1,"21738","537334"
558,1,"22077","537335"
559,3,"85049E","537346"
560,24,"22961","537350"
561,2,"21448","537351"
562,3,"22837","537354"
563,2,"22749","537359"
564,1,"22940","537360"
565,1,"22749","537361"
566,2,"22077","537362"
567,2,"21738","537363"
568,1,"85049E","537364"
569,6,"22243","537365"
570,1,"22141","537366"
571,2,"22144","537367"
572,3,"22243","537368"
573,7,"22077","537369"
574,1,"21448","537370"
575,5,"22759","537371"
576,5,"22242","537372"
577,12,"85049E","537374"
578,5,"21731","537375"
579,1,"22243",C537373
580,2,"21739","537376"
581,5,"21738","537377"
582,2,"22271","537378"
583,2,"22274","537380"
584,2,"22751",C537379
585,1,"21034","537381"
586,2,"22273","537382"
587,3,"22568",C537383
588,1,"22144","537384"
589,3,"22570","537385"
590,2,"22569","537386"
591,1,"22086","537387"
592,4,"22968","537388"
593,7,"22902","537389"
594,1,"21710","537390"
595,1,"21708","537391"
596,1,"21711","537392"
597,2,"22179","537393"
598,5,"22197","537394"
599,2,"22900","537395"
600,1,"21706","537396"
601,2,"22468","537397"
602,1,"20725",C537398
603,1,"85184C","537399"
604,6,"22988","537400"
605,1,"20750","537401"
606,56,"22139","537403"
607,10,"22952",C537402
608,5,"22910","537404"
609,3,"22739","537405"
610,3,"22738",C537406
611,3,"22736","537407"
612,5,"22909",C537408
613,2,"35591T","537409"
614,5,"22186","537410"
615,3,"22695","537411"
616,1,"22470","537412"
617,1,"22580",C537413
618,5,"22469","537415"
619,4,"22147",C537414
620,6,"22130",C537416
621,3,"21791",C537417
622,5,"22694","537418"
623,3,"21790","537419"
624,4,"22149","537420"
625,3,"22900","537421"
626,3,"22961","537422"
627,12,"22321","537423"
628,5,"22594","537424"
629,4,"22593","537425"
630,6,"22595","537426"
631,12,"21986","537427"
632,2,"22750","537428"
633,12,"22616","537429"
634,1,"22775","537430"
635,2,"22899","537432"
636,3,"22367",C537431
637,3,"22942","537433"
638,3,"22941","537434"
639,6,"22086","537435"
640,2,"22940","537436"
641,2,"21212","537437"
642,2,"21976","537438"
643,2,"22951","537439"
644,3,"21977","537440"
645,3,"22834","537441"
646,3,"22867","537442"
647,3,"22865",C537444
648,3,"22632",C537445
649,2,"21916","537446"
650,4,"22587","537447"
651,3,"22566","537448"
652,3,"22565","537449"
653,2,"22472","537450"
654,3,"22557","537451"
655,3,"22551","537452"
656,3,"22554","537453"
657,3,"22534","537454"
658,3,"22531","537455"
659,3,"22529","537456"
660,3,"22530","537457"
661,3,"84032B","537458"
662,3,"22837","537459"
663,2,"85049H","537460"
664,2,"22749","537461"
665,12,"22807","537462"
666,12,"21494","537463"
667,72,"21915","537464"
668,12,"22938","537465"
669,4,"22768","537466"
670,4,"22767","537467"
671,6,"82494L","537468"
672,12,"21889","537469"
673,12,"21892","537470"
674,12,"21891","537471"
675,6,"21890","537472"
676,12,"21718","537476"
677,8,"21716","537484"
678,8,"21715","537489"
679,4,"22113","537509"
680,3,"22111","537523"
681,6,"22110",C537530
682,6,"22358","537534"
683,4,"22357","537538"
684,6,"22115","537567"
685,12,"22969",C537572
686,4,"22619",C537581
687,6,"21481","537592"
688,12,"22632","537593"
689,8,"22837","537594"
690,8,"21479","537595"
691,8,"21485",C537596
692,8,"84029E",C537597
693,16,"22111","537598"
694,8,"22113","537599"
695,8,"22837",C537600
696,12,"22585","537601"
697,8,"79321",C537602
698,12,"22637","537603"
699,6,"21556","537604"
700,12,"22646","537605"
701,12,"22644","537606"
702,12,"22645","537607"
703,12,"22650","537608"
704,8,"22508","537609"
705,3,"21411",C537610
706,4,"22511",C537611
707,6,"22451","537612"
708,6,"22449",C537613
709,2,"22768","537614"
710,2,"22829","537615"
711,12,"22961","537616"
712,200,"21154","537617"
713,72,"22189","537618"
714,600,"17021","537619"
715,48,"22059","537620"
716,36,"22188","537621"
717,48,"84678","537622"
718,32,"85172","537623"
719,2,"22142","537624"
720,2,"22144","537625"
721,6,"21591","537626"
722,12,"22480","537627"
723,48,"22294","537628"
724,1,"21156","537629"
725,5,"10133","537631"
726,6,"72800E",C537630
727,24,"22294","537632"
728,12,"84836","537633"
729,2,"20774","537634"
730,2,"20773","537635"
731,2,"20777","537636"
732,10,"16016","537637"
733,10,"16014","537638"
734,2,"21890","537639"
735,2,"21891","537640"
736,8,"22619","537641"
737,6,"22620","537642"
738,12,"84347","537643"
739,24,"85169B","537645"
740,3,"21156",C537644
741,6,"21651","537646"
742,10,"84625C",C537647
743,2,"22618","537648"
744,4,"21586","537649"
745,4,"21587","537650"
746,24,"22152",C537651
747,16,"85172",C537652
748,24,"84754","537653"
749,12,"22670","537654"
750,12,"21586","537655"
751,24,"84992",C537656
752,24,"84879","537657"
753,12,"84849B","537658"
754,2,"22927","537659"
755,4,"22926","537664"
756,2,"22925","537665"
757,24,"21977","537666"
758,6,"21485","537667"
759,8,"21484","537668"
760,2,"21259","537669"
761,2,"21257","537670"
762,24,"21121","537671"
763,12,"82552","537672"
764,2,"90200B","537673"
765,2,"90059B","537674"
766,2,"90185C","537675"
767,3,"90059E","537676"
768,1,"90059C",C537677
769,1,"90200C","537678"
770,3,"90200D","537679"
771,1,"90200A","537680"
772,1,"22386","537681"
773,1,"85099B","537682"
774,8,"84879","537683"
775,1,"22086",C537684
776,1,"22737","537685"
777,1,"21260","537686"
778,2,"22744","537687"
779,1,"21985","537688"
780,1,"21980","537689"
781,1,"22988","537690"
782,1,"22297","537691"
783,1,"22294","537692"
784,1,"22295","537693"
785,2,"22813","537694"
786,6,"22812","537698"
787,5,"22197","537700"
788,1,"21977","537707"
789,1,"22619","537738"
790,1,"16258A","537743"
791,1,"21992",C537746
792,1,"22910","537751"
793,1,"21124","537754"
794,2,"22735","537755"
795,2,"22952",C537756
796,6,"22945","537757"
797,2,"21816","537758"
798,4,"21815","537759"
799,2,"21814","537760"
800,2,"10125","537761"
801,1,"22810","537762"
802,1,"22573",C537763
803,1,"22577","537764"
804,2,"22603","537765"
805,1,"22809","537766"
806,1,"20878","537767"
807,1,"20866","537768"
808,1,"85095","537769"
809,1,"22333","537770"
810,1,"22557","537771"
811,1,"21584","537772"
812,1,"22866","537773"
813,2,"22731","537774"
814,3,"22866","537775"
815,2,"22558","537780"
816,1,"22956","537781"
817,1,"22582","537789"
818,1,"21212",C537788
819,2,"21212","537791"
820,3,"22585","537792"
821,1,"21121","537793"
822,1,"21122","537794"
823,1,"22759","537795"
824,1,"21815","537796"
825,3,"85231B","537799"
826,5,"85231G",C537797
827,5,"22082",C537798
828,2,"22500","537800"
829,1,"22742","537801"
830,1,"21329","537802"
831,1,"21328","537803"
832,1,"21327","537804"
833,1,"21738",C537805
834,1,"48173C","537806"
835,1,"85099C","537808"
836,1,"22960",C537807
837,1,"85231G","537809"
838,2,"85231B","537810"
839,1,"72818","537811"
840,8,"21814",C537812
841,1,"22441","537813"
842,1,"22312",C537814
843,6,"22197","537815"
844,1,"22663","537816"
845,6,"22960","537817"
846,12,"22961","537818"
847,48,"21314","537819"
848,24,"84029E",C537820
849,480,"21137",C537821
850,48,"22041","537822"
851,16,"20979","537823"
852,16,"20977",C537824
853,4,"22619","537825"
854,96,"22571","537826"
855,144,"22595","537827"
856,144,"22593","537828"
857,12,"22633","537829"
858,12,"22632","537830"
859,16,"22423","537831"
860,10,"22411",C537832
861,5,"22738","537833"
862,1,"21621",C537834
863,8,"22960",C537835
864,5,"22082","537836"
865,1,"47563A","537837"
866,1,"84558A",C537838
867,1,"21592","537839"
868,2,"20878","537840"
869,1,"84347","537841"
870,1,"21577","537842"
871,1,"22909","537843"
872,1,"22087","537844"
873,2,"22651","537845"
874,12,"22713","537846"
875,1,"22910","537847"
876,2,"21370","537848"
877,1,"21367","537849"
878,1,"22376","537850"
879,1,"22961","537851"
880,1,"21895","537852"
881,1,"22468",C537853
882,1,"21034","537854"
883,1,"22372","537855"
884,1,"22867",C537856
885,1,"22144",C537857
886,1,"21190","537858"
887,3,"21894","537859"
888,3,"70007",C537860
889,1,"22940","537861"
890,1,"70007","537862"
891,3,"84347","537863"
892,1,"22150","537864"
893,2,"22149","537865"
894,2,"22144","537866"
895,10,"21622","537867"
896,10,"46000M","537868"
897,2,"22630","537870"
898,12,"22616","537871"
899,12,"22712","537872"
900,12,"22983","537873"
901,12,"22024","537874"
902,3,"22113","537875"
903,2,"84029E","537876"
904,2,"21488","537877"
905,7,"22900","537878"
906,3,"22895","537879"
907,3,"21035","537880"
908,6,"21755","537881"
909,6,"21754","537882"
910,16,"84879","537883"
911,3,"22784","537884"
912,12,"21441","537885"
913,6,"85123A","537886"
914,2,"22423","537887"
915,72,"84947","537888"
916,144,"21326","537889"
917,-6,"22960","537890"
918,36,"22865","537891"
919,4,"22485","537892"
920,6,"22807",C537893
921,36,"22633","537894"
922,36,"22866","537895"
923,1,"21794","537896"
924,1,"20707","537897"
925,1,"21175","537898"
926,1,"22926","537899"
927,2,"22588","537900"
928,16,"21292","537901"
929,1,"21890","537915"
930,4,"22632","537955"
931,3,"22633","537963"
932,1,"22670","537967"
933,1,"21867","537981"
934,1,"22760","537995"
935,2,"22107",C537998
936,1,"22470","537999"
937,1,"21486","538000"
938,14,"22151","538001"
939,4,"22643","538002"
940,4,"22642","538003"
941,3,"22604","538004"
942,2,"22099","538005"
943,1,"22553","538006"
944,1,"22551","538007"
945,1,"22653","538008"
946,2,"22557","538009"
947,6,"22906","538010"
948,1,"22754","538011"
949,5,"22938","538012"
950,3,"22812","538013"
951,2,"22919","538014"
952,1,"22917","538015"
953,3,"22920","538032"
954,2,"22921","538035"
955,2,"22918","538036"
956,1,"22916","538037"
957,3,"85123A","538038"
958,1,"22575","538039"
959,3,"21804","538040"
960,12,"21584","538041"
961,3,"21588","538042"
962,12,"22152","538043"
963,1,"22441","538044"
964,2,"22955","538045"
965,2,"22956","538046"
966,2,"22582","538047"
967,3,"22583","538048"
968,2,"22241","538049"
969,3,"22904","538050"
970,2,"22905","538051"
971,3,"22197",C538052
972,1,"22092","538053"
973,1,"22469","538054"
974,1,"22100","538055"
975,1,"22096","538056"
976,1,"22583","538057"
977,2,"21358","538058"
978,1,"21123",C538059
979,1,"21124","538060"
980,1,"21122","538061"
981,1,"84378",C538062
982,12,"21985","538063"
983,2,"21427","538064"
984,2,"21034","538065"
985,1,"21930",C538066
986,1,"20772","538067"
987,2,"22469","538068"
988,12,"71406C","538069"
989,1,"84985A","538070"
990,1,"20754","538071"
991,1,"84596E","538072"
992,1,"21111","538073"
993,1,"22501","538074"
994,1,"22854",C538075
995,1,"84997D","538076"
996,1,"47599A","538077"
997,1,"47599B","538078"
998,1,"22749","538079"
999,1,"20972","538080"
1000,1,"22569",C538081
1001,1,"21041",C538082
1002,2,"21664",C538083
1003,1,"84969",C538084
1004,1,"22907",C538085
1005,2,"22865","538086"
1006,1,"22866","538087"
1007,2,"22632",C538088
1008,1,"22776",C538089
1009,2,"22338","538090"
1010,2,"21810",C538091
1011,1,"22449","538092"
1012,1,"21197","538093"
1013,1,"85231G","538094"
1014,1,"21121","538095"
1015,2,"22151","538096"
1016,2,"84836","538097"
1017,12,"21326",C538098
1018,1,"85035B",C538099
1019,1,"84968C",C538100
1020,1,"85231B","538101"
1021,5,"22739",C538102
1022,2,"37370",C538103
1023,1,"22941","538104"
1024,2,"21098",C538105
1025,1,"22151","538106"
1026,1,"84836","538107"
1027,1,"20914","538108"
1028,2,"22749",C538109
1029,1,"21190",C538110
1030,1,"84997C",C538111
1031,1,"21810",C538112
1032,3,"21192","538113"
1033,1,"85014A",C538114
1034,2,"21124",C538115
1035,2,"72800B","538116"
1036,1,"84563A","538117"
1037,2,"22107",C538118
1038,1,"47504H",C538119
1039,1,"21122","538120"
1040,1,"21742",C538121
1041,1,"22566",C538122
1042,1,"21664",C538123
1043,1,"22632",C538124
1044,3,"22481","538125"
1045,1,"85099B","538126"
1046,1,"21931","538127"
1047,6,"22943","538128"
1048,2,"22468","538129"
1049,6,"22149","538130"
1050,3,"21485","538131"
1051,2,"21259","538132"
1052,12,"22969","538133"
1053,6,"22699","538134"
1054,12,"22217","538135"
1055,24,"22227","538136"
1056,12,"22219","538137"
1057,3,"22111","538138"
1058,24,"22294","538139"
1059,6,"21111","538140"
1060,6,"21106","538141"
1061,6,"21107","538142"
1062,6,"22697","538143"
1063,2,"21826","538144"
1064,1,"21791","538145"
1065,1,"22548","538146"
1066,1,"22149","538147"
1067,2,"17164B","538148"
1068,2,"22423","538149"
1069,1,"22429","538151"
1070,1,"22428","538153"
1071,3,"20974","538154"
1072,2,"20973","538155"
1073,1,"15044B","538156"
1074,2,"21324","538157"
1075,10,"20750","538158"
1076,16,"21135","538159"
1077,16,"22173","538160"
1078,2,"22626","538161"
1079,6,"22625","538162"
1080,6,"22624","538163"
1081,20,"21929",C538164
1082,10,"85099B","538165"
1083,10,"22411","538166"
1084,8,"22113","538167"
1085,6,"22809","538168"
1086,6,"84347","538169"
1087,12,"84945","538170"
1088,12,"22242","538171"
1089,12,"22244","538172"
1090,12,"22243","538173"
1091,24,"47421","538174"
1092,10,"20712","538175"
1093,10,"20713","538176"
1094,4,"22837","538177"
1095,12,"22969","538178"
1096,12,"22973","538179"
1097,12,"84569B","538180"
1098,12,"22549","538181"
1099,1,POST,"538182"
1100,12,"22815","538183"
1101,1,"22865","538184"
1102,6,"22585","538185"
1103,1,"21587","538186"
1104,1,"84985A","538187"
1105,1,"85114B","538188"
1106,3,"22813",C538189
1107,6,"22128","538190"
1108,1,"22839","538191"
1109,2,"22584","538192"
1110,12,"22130","538193"
1111,3,"22938","538194"
1112,1,"22411","538195"
1113,2,"21731","538196"
1114,1,"22616","538197"
1115,1,"22454","538198"
1116,1,"21992","538199"
1117,4,"22326","538200"
1118,1,"22082","538201"
1119,1,"85049E","538202"
1120,2,"22077","538203"
1121,1,"85049A","538204"
1122,2,"22865","538205"
1123,3,"22867","538206"
1124,3,"22910","538207"
1125,2,"22963","538208"
1126,1,"22960","538209"
1127,1,"85114C","538210"
1128,2,"22974","538211"
1129,1,"22423","538216"
1130,2,"21452","538240"
1131,1,"22938","538241"
1132,3,"22812","538247"
1133,2,"22744","538248"
1134,1,"22743","538249"
1135,1,"22911","538250"
1136,5,"22585","538252"
1137,1,"22900","538255"
1138,1,"22961","538260"
